epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.4757,2.3426,3.63637,1.20656,0.007,0.79747,0.02225,0.00795,1.63188,3.24001,1.03804,0.000654545,0.000654545,0.000654545
1,28.7142,2.3426,3.63637,1.20656,0.007,0.79747,0.02225,0.00795,1.63188,3.24001,1.03804,0.000654545,0.000654545,0.000654545
1,26.7257,2.3426,3.63637,1.20656,0.007,0.79747,0.02225,0.00795,1.63188,3.24001,1.03804,0.000654545,0.000654545,0.000654545
